day,hour,overallAQI,status
299,23,96,Moderate
300,0,114,Unhealthy
300,1,90,Moderate
300,2,108,Unhealthy
300,3,82,Moderate
300,4,94,Moderate
300,5,62,Moderate
300,6,89,Moderate
300,7,124,Unhealthy
300,8,88,Moderate
300,9,105,Unhealthy
300,10,127,Unhealthy
300,11,104,Unhealthy
300,12,51,Moderate
300,13,89,Moderate
300,14,71,Moderate
300,15,113,Unhealthy
300,16,78,Moderate
300,17,93,Moderate
300,18,129,Unhealthy
300,19,118,Unhealthy
300,20,129,Unhealthy
300,21,118,Unhealthy
300,22,95,Moderate
300,23,63,Moderate
301,0,115,Unhealthy
301,1,91,Moderate
301,2,103,Unhealthy
301,3,95,Moderate
301,4,101,Unhealthy
301,5,55,Moderate
301,6,51,Moderate
301,7,59,Moderate
301,8,119,Unhealthy
301,9,121,Unhealthy
301,10,80,Moderate
301,11,107,Unhealthy
301,12,50,Good
301,13,76,Moderate
301,14,66,Moderate
301,15,89,Moderate
301,16,74,Moderate
301,17,54,Moderate
301,18,85,Moderate
301,19,53,Moderate
301,20,88,Moderate
301,21,115,Unhealthy
301,22,53,Moderate
301,23,68,Moderate
302,0,114,Unhealthy
302,1,122,Unhealthy
302,2,119,Unhealthy
302,3,128,Unhealthy
302,4,61,Moderate
302,5,71,Moderate
302,6,94,Moderate
302,7,78,Moderate
302,8,76,Moderate
302,9,94,Moderate
302,10,102,Unhealthy
302,11,121,Unhealthy
302,12,57,Moderate
302,13,88,Moderate
302,14,128,Unhealthy
302,15,75,Moderate
302,16,65,Moderate
302,17,86,Moderate
302,18,116,Unhealthy
302,19,70,Moderate
302,20,92,Moderate
302,21,122,Unhealthy
302,22,66,Moderate
302,23,123,Unhealthy
303,0,97,Moderate
303,1,113,Unhealthy
303,2,53,Moderate
303,3,110,Unhealthy
303,4,63,Moderate
303,5,82,Moderate
303,6,109,Unhealthy
303,7,108,Unhealthy
303,8,73,Moderate
303,9,72,Moderate
303,10,79,Moderate
303,11,73,Moderate
303,12,130,Unhealthy
303,13,130,Unhealthy
303,14,110,Unhealthy
303,15,101,Unhealthy
303,16,75,Moderate
303,17,69,Moderate
303,18,76,Moderate
303,19,83,Moderate
303,20,84,Moderate
303,21,118,Unhealthy
303,22,88,Moderate
303,23,106,Unhealthy
304,0,90,Moderate
304,1,51,Moderate
304,2,82,Moderate
304,3,50,Good
304,4,117,Unhealthy
304,5,58,Moderate
304,6,117,Unhealthy
304,7,121,Unhealthy
304,8,111,Unhealthy
304,9,111,Unhealthy
304,10,61,Moderate
304,11,111,Unhealthy
304,12,86,Moderate
304,13,106,Unhealthy
304,14,107,Unhealthy
304,15,70,Moderate
304,16,111,Unhealthy
304,17,104,Unhealthy
304,18,83,Moderate
304,19,87,Moderate
304,20,62,Moderate
304,21,69,Moderate
304,22,121,Unhealthy
304,23,104,Unhealthy
305,0,122,Unhealthy
305,1,126,Unhealthy
305,2,102,Unhealthy
305,3,112,Unhealthy
305,4,100,Moderate
305,5,99,Moderate
305,6,120,Unhealthy
305,7,106,Unhealthy
305,8,90,Moderate
305,9,111,Unhealthy
305,10,112,Unhealthy
305,11,101,Unhealthy
305,12,56,Moderate
305,13,109,Unhealthy
305,14,87,Moderate
305,15,128,Unhealthy
305,16,65,Moderate
305,17,106,Unhealthy
305,18,116,Unhealthy
305,19,125,Unhealthy
305,20,95,Moderate
305,21,71,Moderate
305,22,56,Moderate
305,23,62,Moderate
306,0,93,Moderate
306,1,97,Moderate
306,2,67,Moderate
306,3,107,Unhealthy
306,4,108,Unhealthy
306,5,98,Moderate
306,6,94,Moderate
306,7,130,Unhealthy
306,8,104,Unhealthy
306,9,50,Good
306,10,121,Unhealthy
306,11,106,Unhealthy
306,12,57,Moderate
306,13,95,Moderate
306,14,61,Moderate
306,15,116,Unhealthy
306,16,116,Unhealthy
306,17,113,Unhealthy
306,18,125,Unhealthy
306,19,122,Unhealthy
306,20,85,Moderate
306,21,97,Moderate
306,22,114,Unhealthy
306,23,60,Moderate
307,0,92,Moderate
307,1,52,Moderate
307,2,70,Moderate
307,3,128,Unhealthy
307,4,115,Unhealthy
307,5,107,Unhealthy
307,6,122,Unhealthy
307,7,123,Unhealthy
307,8,110,Unhealthy
307,9,116,Unhealthy
307,10,95,Moderate
307,11,96,Moderate
307,12,93,Moderate
307,13,123,Unhealthy
307,14,81,Moderate
307,15,125,Unhealthy
307,16,63,Moderate
307,17,118,Unhealthy
307,18,87,Moderate
307,19,55,Moderate
307,20,78,Moderate
307,21,68,Moderate
307,22,77,Moderate
307,23,70,Moderate
308,0,122,Unhealthy
308,1,111,Unhealthy
308,2,113,Unhealthy
308,3,123,Unhealthy
308,4,50,Good
308,5,118,Unhealthy
308,6,72,Moderate
308,7,51,Moderate
308,8,100,Moderate
308,9,60,Moderate
308,10,114,Unhealthy
308,11,84,Moderate
308,12,120,Unhealthy
308,13,124,Unhealthy
308,14,130,Unhealthy
308,15,60,Moderate
308,16,71,Moderate
308,17,105,Unhealthy
308,18,122,Unhealthy
308,19,85,Moderate
308,20,129,Unhealthy
308,21,81,Moderate
308,22,80,Moderate
308,23,118,Unhealthy
309,0,90,Moderate
309,1,125,Unhealthy
309,2,120,Unhealthy
309,3,130,Unhealthy
309,4,108,Unhealthy
309,5,110,Unhealthy
309,6,97,Moderate
309,7,97,Moderate
309,8,77,Moderate
309,9,116,Unhealthy
309,10,105,Unhealthy
309,11,75,Moderate
309,12,118,Unhealthy
309,13,87,Moderate
309,14,75,Moderate
309,15,60,Moderate
309,16,59,Moderate
309,17,117,Unhealthy
309,18,123,Unhealthy
309,19,97,Moderate
309,20,61,Moderate
309,21,103,Unhealthy
309,22,106,Unhealthy
309,23,85,Moderate
310,0,64,Moderate
310,1,96,Moderate
310,2,112,Unhealthy
310,3,58,Moderate
310,4,56,Moderate
310,5,104,Unhealthy
310,6,118,Unhealthy
310,7,116,Unhealthy
310,8,92,Moderate
310,9,85,Moderate
310,10,129,Unhealthy
310,11,75,Moderate
310,12,92,Moderate
310,13,78,Moderate
310,14,61,Moderate
310,15,79,Moderate
310,16,107,Unhealthy
310,17,120,Unhealthy
310,18,119,Unhealthy
310,19,105,Unhealthy
310,20,109,Unhealthy
310,21,54,Moderate
310,22,54,Moderate
310,23,55,Moderate
311,0,118,Unhealthy
311,1,65,Moderate
311,2,118,Unhealthy
311,3,111,Unhealthy
311,4,117,Unhealthy
311,5,100,Moderate
311,6,124,Unhealthy
311,7,105,Unhealthy
311,8,102,Unhealthy
311,9,94,Moderate
311,10,64,Moderate
311,11,117,Unhealthy
311,12,62,Moderate
311,13,97,Moderate
311,14,110,Unhealthy
311,15,127,Unhealthy
311,16,129,Unhealthy
311,17,59,Moderate
311,18,101,Unhealthy
311,19,89,Moderate
311,20,102,Unhealthy
311,21,73,Moderate
311,22,99,Moderate
311,23,77,Moderate
312,0,54,Moderate
312,1,120,Unhealthy
312,2,104,Unhealthy
312,3,124,Unhealthy
312,4,77,Moderate
312,5,60,Moderate
312,6,55,Moderate
312,7,107,Unhealthy
312,8,59,Moderate
312,9,70,Moderate
312,10,128,Unhealthy
312,11,130,Unhealthy
312,12,51,Moderate
312,13,112,Unhealthy
312,14,67,Moderate
312,15,118,Unhealthy
312,16,63,Moderate
312,17,67,Moderate
312,18,130,Unhealthy
312,19,66,Moderate
312,20,76,Moderate
312,21,52,Moderate
312,22,58,Moderate
312,23,94,Moderate
313,0,50,Good
313,1,74,Moderate
313,2,51,Moderate
313,3,54,Moderate
313,4,56,Moderate
313,5,117,Unhealthy
313,6,102,Unhealthy
313,7,66,Moderate
313,8,58,Moderate
313,9,107,Unhealthy
313,10,73,Moderate
313,11,53,Moderate
313,12,59,Moderate
313,13,97,Moderate
313,14,59,Moderate
313,15,94,Moderate
313,16,52,Moderate
313,17,113,Unhealthy
313,18,121,Unhealthy
313,19,83,Moderate
313,20,55,Moderate
313,21,67,Moderate
313,22,106,Unhealthy
313,23,51,Moderate
314,0,70,Moderate
314,1,71,Moderate
314,2,126,Unhealthy
314,3,68,Moderate
314,4,103,Unhealthy
314,5,109,Unhealthy
314,6,63,Moderate
314,7,109,Unhealthy
314,8,125,Unhealthy
314,9,123,Unhealthy
314,10,124,Unhealthy
314,11,82,Moderate
314,12,103,Unhealthy
314,13,71,Moderate
314,14,98,Moderate
314,15,69,Moderate
314,16,77,Moderate
314,17,63,Moderate
314,18,123,Unhealthy
314,19,50,Good
314,20,129,Unhealthy
314,21,65,Moderate
314,22,92,Moderate
314,23,128,Unhealthy
315,0,53,Moderate
315,1,90,Moderate
315,2,85,Moderate
315,3,101,Unhealthy
315,4,113,Unhealthy
315,5,72,Moderate
315,6,80,Moderate
315,7,75,Moderate
315,8,97,Moderate
315,9,55,Moderate
315,10,95,Moderate
315,11,125,Unhealthy
315,12,88,Moderate
315,13,123,Unhealthy
315,14,90,Moderate
315,15,112,Unhealthy
315,16,55,Moderate
315,17,72,Moderate
315,18,90,Moderate
315,19,63,Moderate
315,20,65,Moderate
315,21,111,Unhealthy
315,22,62,Moderate
315,23,106,Unhealthy
316,0,104,Unhealthy
316,1,60,Moderate
316,2,101,Unhealthy
316,3,50,Good
316,4,61,Moderate
316,5,111,Unhealthy
316,6,125,Unhealthy
316,7,70,Moderate
316,8,118,Unhealthy
316,9,57,Moderate
316,10,57,Moderate
316,11,75,Moderate
316,12,60,Moderate
316,13,91,Moderate
316,14,93,Moderate
316,15,102,Unhealthy
316,16,92,Moderate
316,17,108,Unhealthy
316,18,93,Moderate
316,19,103,Unhealthy
316,20,77,Moderate
316,21,50,Good
316,22,75,Moderate
316,23,96,Moderate
317,0,85,Moderate
317,1,122,Unhealthy
317,2,70,Moderate
317,3,110,Unhealthy
317,4,74,Moderate
317,5,82,Moderate
317,6,63,Moderate
317,7,126,Unhealthy
317,8,98,Moderate
317,9,106,Unhealthy
317,10,84,Moderate
317,11,130,Unhealthy
317,12,76,Moderate
317,13,85,Moderate
317,14,84,Moderate
317,15,71,Moderate
317,16,65,Moderate
317,17,124,Unhealthy
317,18,110,Unhealthy
317,19,117,Unhealthy
317,20,105,Unhealthy
317,21,69,Moderate
317,22,115,Unhealthy
317,23,101,Unhealthy
318,0,126,Unhealthy
318,1,129,Unhealthy
318,2,51,Moderate
318,3,65,Moderate
318,4,124,Unhealthy
318,5,126,Unhealthy
318,6,88,Moderate
318,7,57,Moderate
318,8,54,Moderate
318,9,86,Moderate
318,10,128,Unhealthy
318,11,81,Moderate
318,12,78,Moderate
318,13,56,Moderate
318,14,76,Moderate
318,15,77,Moderate
318,16,63,Moderate
318,17,122,Unhealthy
318,18,63,Moderate
318,19,64,Moderate
318,20,98,Moderate
318,21,128,Unhealthy
318,22,60,Moderate
318,23,58,Moderate
319,0,109,Unhealthy
319,1,128,Unhealthy
319,2,99,Moderate
319,3,121,Unhealthy
319,4,130,Unhealthy
319,5,76,Moderate
319,6,116,Unhealthy
319,7,66,Moderate
319,8,102,Unhealthy
319,9,81,Moderate
319,10,111,Unhealthy
319,11,83,Moderate
319,12,61,Moderate
319,13,53,Moderate
319,14,64,Moderate
319,15,106,Unhealthy
319,16,106,Unhealthy
319,17,108,Unhealthy
319,18,118,Unhealthy
319,19,73,Moderate
319,20,109,Unhealthy
319,21,70,Moderate
319,22,123,Unhealthy
319,23,82,Moderate
320,0,65,Moderate
320,1,82,Moderate
320,2,70,Moderate
320,3,109,Unhealthy
320,4,103,Unhealthy
320,5,60,Moderate
320,6,99,Moderate
320,7,118,Unhealthy
320,8,108,Unhealthy
320,9,55,Moderate
320,10,130,Unhealthy
320,11,85,Moderate
320,12,78,Moderate
320,13,120,Unhealthy
320,14,123,Unhealthy
320,15,81,Moderate
320,16,58,Moderate
320,17,77,Moderate
320,18,53,Moderate
320,19,118,Unhealthy
320,20,127,Unhealthy
320,21,125,Unhealthy
320,22,57,Moderate
320,23,96,Moderate
321,0,57,Moderate
321,1,51,Moderate
321,2,103,Unhealthy
321,3,57,Moderate
321,4,127,Unhealthy
321,5,79,Moderate
321,6,92,Moderate
321,7,78,Moderate
321,8,95,Moderate
321,9,72,Moderate
321,10,61,Moderate
321,11,82,Moderate
321,12,68,Moderate
321,13,87,Moderate
321,14,99,Moderate
321,15,110,Unhealthy
321,16,81,Moderate
321,17,82,Moderate
321,18,86,Moderate
321,19,121,Unhealthy
321,20,80,Moderate
321,21,51,Moderate
321,22,104,Unhealthy
321,23,110,Unhealthy
322,0,56,Moderate
322,1,85,Moderate
322,2,74,Moderate
322,3,61,Moderate
322,4,100,Moderate
322,5,67,Moderate
322,6,68,Moderate
322,7,83,Moderate
322,8,102,Unhealthy
322,9,62,Moderate
322,10,84,Moderate
322,11,51,Moderate
322,12,106,Unhealthy
322,13,111,Unhealthy
322,14,130,Unhealthy
322,15,91,Moderate
322,16,106,Unhealthy
322,17,102,Unhealthy
322,18,109,Unhealthy
322,19,111,Unhealthy
322,20,55,Moderate
322,21,82,Moderate
322,22,54,Moderate
322,23,106,Unhealthy
323,0,117,Unhealthy
323,1,71,Moderate
323,2,111,Unhealthy
323,3,124,Unhealthy
323,4,71,Moderate
323,5,111,Unhealthy
323,6,67,Moderate
323,7,64,Moderate
323,8,54,Moderate
323,9,130,Unhealthy
323,10,101,Unhealthy
323,11,81,Moderate
323,12,98,Moderate
323,13,83,Moderate
323,14,57,Moderate
323,15,75,Moderate
323,16,83,Moderate
323,17,69,Moderate
323,18,130,Unhealthy
323,19,72,Moderate
323,20,96,Moderate
323,21,52,Moderate
323,22,126,Unhealthy
323,23,82,Moderate
324,0,70,Moderate
324,1,52,Moderate
324,2,92,Moderate
324,3,58,Moderate
324,4,64,Moderate
324,5,58,Moderate
324,6,92,Moderate
324,7,122,Unhealthy
324,8,55,Moderate
324,9,114,Unhealthy
324,10,69,Moderate
324,11,62,Moderate
324,12,109,Unhealthy
324,13,64,Moderate
324,14,118,Unhealthy
324,15,68,Moderate
324,16,91,Moderate
324,17,94,Moderate
324,18,107,Unhealthy
324,19,106,Unhealthy
324,20,58,Moderate
324,21,99,Moderate
324,22,99,Moderate
324,23,52,Moderate
325,0,96,Moderate
325,1,83,Moderate
325,2,125,Unhealthy
325,3,117,Unhealthy
325,4,52,Moderate
325,5,73,Moderate
325,6,52,Moderate
325,7,96,Moderate
325,8,102,Unhealthy
325,9,82,Moderate
325,10,70,Moderate
325,11,115,Unhealthy
325,12,50,Good
325,13,53,Moderate
325,14,64,Moderate
325,15,64,Moderate
325,16,129,Unhealthy
325,17,88,Moderate
325,18,125,Unhealthy
325,19,106,Unhealthy
325,20,72,Moderate
325,21,126,Unhealthy
325,22,109,Unhealthy
325,23,74,Moderate
326,0,71,Moderate
326,1,73,Moderate
326,2,70,Moderate
326,3,113,Unhealthy
326,4,61,Moderate
326,5,93,Moderate
326,6,129,Unhealthy
326,7,96,Moderate
326,8,59,Moderate
326,9,99,Moderate
326,10,74,Moderate
326,11,88,Moderate
326,12,56,Moderate
326,13,53,Moderate
326,14,124,Unhealthy
326,15,63,Moderate
326,16,93,Moderate
326,17,73,Moderate
326,18,124,Unhealthy
326,19,75,Moderate
326,20,111,Unhealthy
326,21,72,Moderate
326,22,117,Unhealthy
326,23,85,Moderate
327,0,99,Moderate
327,1,61,Moderate
327,2,117,Unhealthy
327,3,88,Moderate
327,4,125,Unhealthy
327,5,72,Moderate
327,6,89,Moderate
327,7,89,Moderate
327,8,84,Moderate
327,9,73,Moderate
327,10,110,Unhealthy
327,11,87,Moderate
327,12,53,Moderate
327,13,117,Unhealthy
327,14,57,Moderate
327,15,85,Moderate
327,16,105,Unhealthy
327,17,118,Unhealthy
327,18,120,Unhealthy
327,19,108,Unhealthy
327,20,98,Moderate
327,21,97,Moderate
327,22,106,Unhealthy
327,23,113,Unhealthy
328,0,114,Unhealthy
328,1,107,Unhealthy
328,2,51,Moderate
328,3,109,Unhealthy
328,4,80,Moderate
328,5,59,Moderate
328,6,58,Moderate
328,7,54,Moderate
328,8,105,Unhealthy
328,9,96,Moderate
328,10,116,Unhealthy
328,11,115,Unhealthy
328,12,55,Moderate
328,13,56,Moderate
328,14,118,Unhealthy
328,15,55,Moderate
328,16,100,Moderate
328,17,110,Unhealthy
328,18,101,Unhealthy
328,19,98,Moderate
328,20,122,Unhealthy
328,21,90,Moderate
328,22,98,Moderate
328,23,112,Unhealthy
329,0,97,Moderate
329,1,70,Moderate
329,2,69,Moderate
329,3,130,Unhealthy
329,4,96,Moderate
329,5,90,Moderate
329,6,125,Unhealthy
329,7,119,Unhealthy
329,8,119,Unhealthy
329,9,114,Unhealthy
329,10,82,Moderate
329,11,114,Unhealthy
329,12,68,Moderate
329,13,102,Unhealthy
329,14,84,Moderate
329,15,53,Moderate
329,16,94,Moderate
329,17,108,Unhealthy
329,18,101,Unhealthy
329,19,110,Unhealthy
329,20,65,Moderate
329,21,101,Unhealthy
329,22,109,Unhealthy
329,23,100,Moderate
330,0,82,Moderate
330,1,99,Moderate
330,2,69,Moderate
330,3,54,Moderate
330,4,66,Moderate
330,5,97,Moderate
330,6,61,Moderate
330,7,90,Moderate
330,8,85,Moderate
330,9,90,Moderate
330,10,115,Unhealthy
330,11,50,Good
330,12,92,Moderate
330,13,89,Moderate
330,14,95,Moderate
330,15,87,Moderate
330,16,129,Unhealthy
330,17,52,Moderate
330,18,116,Unhealthy
330,19,60,Moderate
330,20,111,Unhealthy
330,21,112,Unhealthy
330,22,121,Unhealthy
330,23,73,Moderate
331,0,123,Unhealthy
331,1,84,Moderate
331,2,77,Moderate
331,3,65,Moderate
331,4,94,Moderate
331,5,68,Moderate
331,6,88,Moderate
331,7,93,Moderate
331,8,78,Moderate
331,9,50,Good
331,10,104,Unhealthy
331,11,62,Moderate
331,12,52,Moderate
331,13,89,Moderate
331,14,105,Unhealthy
331,15,119,Unhealthy
331,16,108,Unhealthy
331,17,81,Moderate
331,18,73,Moderate
331,19,75,Moderate
331,20,50,Good
331,21,76,Moderate
331,22,114,Unhealthy
331,23,111,Unhealthy
332,0,116,Unhealthy
332,1,82,Moderate
332,2,67,Moderate
332,3,59,Moderate
332,4,124,Unhealthy
332,5,126,Unhealthy
332,6,79,Moderate
332,7,120,Unhealthy
332,8,67,Moderate
332,9,111,Unhealthy
332,10,77,Moderate
332,11,50,Good
332,12,115,Unhealthy
332,13,117,Unhealthy
332,14,84,Moderate
332,15,69,Moderate
332,16,80,Moderate
332,17,100,Moderate
332,18,80,Moderate
332,19,77,Moderate
332,20,84,Moderate
332,21,56,Moderate
332,22,130,Unhealthy
332,23,51,Moderate
333,0,93,Moderate
333,1,125,Unhealthy
333,2,110,Unhealthy
333,3,94,Moderate
333,4,113,Unhealthy
333,5,91,Moderate
333,6,95,Moderate
333,7,91,Moderate
333,8,58,Moderate
333,9,83,Moderate
333,10,71,Moderate
333,11,57,Moderate
333,12,68,Moderate
333,13,114,Unhealthy
333,14,90,Moderate
333,15,116,Unhealthy
333,16,122,Unhealthy
333,17,98,Moderate
333,18,130,Unhealthy
333,19,124,Unhealthy
333,20,70,Moderate
333,21,88,Moderate
333,22,54,Moderate
333,23,54,Moderate
334,0,116,Unhealthy
334,1,128,Unhealthy
334,2,105,Unhealthy
334,3,94,Moderate
334,4,63,Moderate
334,5,71,Moderate
334,6,108,Unhealthy
334,7,102,Unhealthy
334,8,84,Moderate
334,9,123,Unhealthy
334,10,101,Unhealthy
334,11,97,Moderate
334,12,112,Unhealthy
334,13,107,Unhealthy
334,14,87,Moderate
334,15,100,Moderate
334,16,75,Moderate
334,17,123,Unhealthy
334,18,110,Unhealthy
334,19,80,Moderate
334,20,57,Moderate
334,21,51,Moderate
334,22,120,Unhealthy
334,23,60,Moderate
335,0,84,Moderate
335,1,65,Moderate
335,2,61,Moderate
335,3,78,Moderate
335,4,81,Moderate
335,5,96,Moderate
335,6,78,Moderate
335,7,73,Moderate
335,8,58,Moderate
335,9,100,Moderate
335,10,82,Moderate
335,11,73,Moderate
335,12,124,Unhealthy
335,13,104,Unhealthy
335,14,93,Moderate
335,15,74,Moderate
335,16,75,Moderate
335,17,105,Unhealthy
335,18,78,Moderate
335,19,112,Unhealthy
335,20,52,Moderate
335,21,59,Moderate
335,22,63,Moderate
335,23,109,Unhealthy
336,0,53,Moderate
336,1,87,Moderate
336,2,104,Unhealthy
336,3,71,Moderate
336,4,71,Moderate
336,5,75,Moderate
336,6,74,Moderate
336,7,82,Moderate
336,8,129,Unhealthy
336,9,97,Moderate
336,10,59,Moderate
336,11,102,Unhealthy
336,12,82,Moderate
336,13,129,Unhealthy
336,14,90,Moderate
336,15,117,Unhealthy
336,16,130,Unhealthy
336,17,91,Moderate
336,18,83,Moderate
336,19,128,Unhealthy
336,20,117,Unhealthy
336,21,101,Unhealthy
336,22,76,Moderate
336,23,95,Moderate
337,0,51,Moderate
337,1,70,Moderate
337,2,123,Unhealthy
337,3,122,Unhealthy
337,4,78,Moderate
337,5,50,Good
337,6,94,Moderate
337,7,121,Unhealthy
337,8,75,Moderate
337,9,87,Moderate
337,10,90,Moderate
337,11,97,Moderate
337,12,114,Unhealthy
337,13,112,Unhealthy
337,14,119,Unhealthy
337,15,110,Unhealthy
337,16,98,Moderate
337,17,65,Moderate
337,18,88,Moderate
337,19,58,Moderate
337,20,95,Moderate
337,21,111,Unhealthy
337,22,103,Unhealthy
337,23,74,Moderate
338,0,97,Moderate
338,1,122,Unhealthy
338,2,87,Moderate
338,3,85,Moderate
338,4,63,Moderate
338,5,108,Unhealthy
338,6,54,Moderate
338,7,74,Moderate
338,8,62,Moderate
338,9,76,Moderate
338,10,60,Moderate
338,11,84,Moderate
338,12,76,Moderate
338,13,80,Moderate
338,14,51,Moderate
338,15,60,Moderate
338,16,126,Unhealthy
338,17,76,Moderate
338,18,72,Moderate
338,19,81,Moderate
338,20,94,Moderate
338,21,116,Unhealthy
338,22,121,Unhealthy
338,23,118,Unhealthy
339,0,81,Moderate
339,1,61,Moderate
339,2,60,Moderate
339,3,87,Moderate
339,4,109,Unhealthy
339,5,62,Moderate
339,6,94,Moderate
339,7,98,Moderate
339,8,83,Moderate
339,9,50,Good
339,10,72,Moderate
339,11,127,Unhealthy
339,12,81,Moderate
339,13,107,Unhealthy
339,14,119,Unhealthy
339,15,55,Moderate
339,16,115,Unhealthy
339,17,94,Moderate
339,18,106,Unhealthy
339,19,129,Unhealthy
339,20,72,Moderate
339,21,119,Unhealthy
339,22,106,Unhealthy
339,23,93,Moderate
340,0,108,Unhealthy
340,1,61,Moderate
340,2,58,Moderate
340,3,116,Unhealthy
340,4,77,Moderate
340,5,60,Moderate
340,6,82,Moderate
340,7,106,Unhealthy
340,8,127,Unhealthy
340,9,123,Unhealthy
340,10,105,Unhealthy
340,11,100,Moderate
340,12,124,Unhealthy
340,13,55,Moderate
340,14,99,Moderate
340,15,56,Moderate
340,16,111,Unhealthy
340,17,87,Moderate
340,18,129,Unhealthy
340,19,99,Moderate
340,20,111,Unhealthy
340,21,122,Unhealthy
340,22,51,Moderate
340,23,114,Unhealthy
341,0,85,Moderate
341,1,67,Moderate
341,2,117,Unhealthy
341,3,57,Moderate
341,4,91,Moderate
341,5,95,Moderate
341,6,114,Unhealthy
341,7,89,Moderate
341,8,59,Moderate
341,9,120,Unhealthy
341,10,68,Moderate
341,11,81,Moderate
341,12,105,Unhealthy
341,13,93,Moderate
341,14,103,Unhealthy
341,15,59,Moderate
341,16,90,Moderate
341,17,66,Moderate
341,18,52,Moderate
341,19,86,Moderate
341,20,115,Unhealthy
341,21,67,Moderate
341,22,81,Moderate
341,23,128,Unhealthy
342,0,66,Moderate
342,1,121,Unhealthy
342,2,101,Unhealthy
342,3,91,Moderate
342,4,130,Unhealthy
342,5,110,Unhealthy
342,6,51,Moderate
342,7,122,Unhealthy
342,8,81,Moderate
342,9,100,Moderate
342,10,77,Moderate
342,11,102,Unhealthy
342,12,62,Moderate
342,13,129,Unhealthy
342,14,91,Moderate
342,15,110,Unhealthy
342,16,58,Moderate
342,17,79,Moderate
342,18,115,Unhealthy
342,19,71,Moderate
342,20,86,Moderate
342,21,72,Moderate
342,22,75,Moderate
342,23,82,Moderate
343,0,74,Moderate
343,1,67,Moderate
343,2,113,Unhealthy
343,3,51,Moderate
343,4,90,Moderate
343,5,63,Moderate
343,6,61,Moderate
343,7,103,Unhealthy
343,8,63,Moderate
343,9,108,Unhealthy
343,10,88,Moderate
343,11,119,Unhealthy
343,12,119,Unhealthy
343,13,50,Good
343,14,56,Moderate
343,15,78,Moderate
343,16,91,Moderate
343,17,96,Moderate
343,18,113,Unhealthy
343,19,85,Moderate
343,20,101,Unhealthy
343,21,55,Moderate
343,22,113,Unhealthy
343,23,109,Unhealthy
344,0,87,Moderate
344,1,130,Unhealthy
344,2,82,Moderate
344,3,91,Moderate
344,4,111,Unhealthy
344,5,53,Moderate
344,6,123,Unhealthy
344,7,117,Unhealthy
344,8,54,Moderate
344,9,126,Unhealthy
344,10,79,Moderate
344,11,99,Moderate
344,12,127,Unhealthy
344,13,86,Moderate
344,14,90,Moderate
344,15,94,Moderate
344,16,105,Unhealthy
344,17,61,Moderate
344,18,116,Unhealthy
344,19,95,Moderate
344,20,128,Unhealthy
344,21,98,Moderate
344,22,78,Moderate
344,23,112,Unhealthy
345,0,121,Unhealthy
345,1,73,Moderate
345,2,81,Moderate
345,3,102,Unhealthy
345,4,58,Moderate
345,5,57,Moderate
345,6,59,Moderate
345,7,113,Unhealthy
345,8,91,Moderate
345,9,101,Unhealthy
345,10,89,Moderate
345,11,126,Unhealthy
345,12,84,Moderate
345,13,70,Moderate
345,14,129,Unhealthy
345,15,111,Unhealthy
345,16,80,Moderate
345,17,115,Unhealthy
345,18,111,Unhealthy
345,19,83,Moderate
345,20,108,Unhealthy
345,21,112,Unhealthy
345,22,115,Unhealthy
345,23,87,Moderate
346,0,84,Moderate
346,1,87,Moderate
346,2,94,Moderate
346,3,82,Moderate
346,4,95,Moderate
346,5,115,Unhealthy
346,6,89,Moderate
346,7,94,Moderate
346,8,81,Moderate
346,9,59,Moderate
346,10,92,Moderate
346,11,53,Moderate
346,12,101,Unhealthy
346,13,79,Moderate
346,14,77,Moderate
346,15,61,Moderate
346,16,94,Moderate
346,17,64,Moderate
346,18,95,Moderate
346,19,91,Moderate
346,20,119,Unhealthy
346,21,56,Moderate
346,22,56,Moderate
346,23,75,Moderate
347,0,86,Moderate
347,1,73,Moderate
347,2,129,Unhealthy
347,3,76,Moderate
347,4,54,Moderate
347,5,104,Unhealthy
347,6,74,Moderate
347,7,75,Moderate
347,8,103,Unhealthy
347,9,91,Moderate
347,10,111,Unhealthy
347,11,94,Moderate
347,12,118,Unhealthy
347,13,84,Moderate
347,14,61,Moderate
347,15,121,Unhealthy
347,16,78,Moderate
347,17,117,Unhealthy
347,18,90,Moderate
347,19,61,Moderate
347,20,59,Moderate
347,21,53,Moderate
347,22,107,Unhealthy
347,23,106,Unhealthy
348,0,56,Moderate
348,1,52,Moderate
348,2,94,Moderate
348,3,59,Moderate
348,4,59,Moderate
348,5,85,Moderate
348,6,72,Moderate
348,7,69,Moderate
348,8,110,Unhealthy
348,9,84,Moderate
348,10,124,Unhealthy
348,11,78,Moderate
348,12,71,Moderate
348,13,77,Moderate
348,14,85,Moderate
348,15,79,Moderate
348,16,101,Unhealthy
348,17,67,Moderate
348,18,104,Unhealthy
348,19,126,Unhealthy
348,20,103,Unhealthy
348,21,91,Moderate
348,22,125,Unhealthy
348,23,69,Moderate
349,0,90,Moderate
349,1,95,Moderate
349,2,99,Moderate
349,3,56,Moderate
349,4,61,Moderate
349,5,97,Moderate
349,6,69,Moderate
349,7,129,Unhealthy
349,8,112,Unhealthy
349,9,113,Unhealthy
349,10,85,Moderate
349,11,61,Moderate
349,12,80,Moderate
349,13,70,Moderate
